claim_id,worker_id,zone_id,week_start_date,gps_deviation_score,device_id_reuse_count,claim_vs_event_gap_minutes,claims_per_worker_per_month,claimed_amount,earnings_loss_amount,disruption_impact_ratio,zone_disruption_risk_index,gps_anomaly_flag,syndicate_device_flag,timing_gap_anomaly_flag,is_fraud_label
CLM_80369,W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-20,1.81,1,21,2,3378.03,4825.76,0.85,1.0,0,0,0,0
CLM_80370,W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-27,0.23,1,20,1,2029.56,2899.37,0.523,0.3856,0,0,0,0
CLM_80371,W_debaf724a7b4b70e,ZONE_BOM_01,2026-08-03,43.67,1,52,2,1557.09,2224.42,0.369,0.277,1,0,0,1
CLM_80372,W_debaf724a7b4b70e,ZONE_BOM_01,2026-08-10,37.08,1,148,3,777.38,1110.54,0.191,0.3243,1,0,0,1
CLM_80373,W_debaf724a7b4b70e,ZONE_BOM_01,2026-08-17,1.43,1,123,3,2301.22,3287.46,0.564,0.3303,0,0,0,0
CLM_80374,W_f3201ecf78f39792,ZONE_DEL_01,2026-06-29,0.26,1,67,2,460.02,657.17,0.155,0.1633,0,0,0,0
CLM_80375,W_f3201ecf78f39792,ZONE_DEL_01,2026-07-06,3.48,1,104,2,3003.76,4291.09,0.85,0.5602,0,0,0,0
CLM_80376,W_f3201ecf78f39792,ZONE_DEL_01,2026-07-20,0.36,1,88,2,1256.23,1794.62,0.326,0.2667,0,0,0,0
CLM_80377,W_f3201ecf78f39792,ZONE_DEL_01,2026-08-03,3.12,1,30,1,1992.73,2846.76,0.582,0.4771,0,0,0,0
CLM_80378,W_f3201ecf78f39792,ZONE_DEL_01,2026-08-17,0.25,1,15,2,592.23,846.05,0.15,0.2655,0,0,0,0
CLM_80379,W_df7d87fe5dbc220a,ZONE_DEL_01,2026-06-29,1.61,1,97,1,285.44,407.77,0.155,0.1633,0,0,0,0
CLM_80380,W_df7d87fe5dbc220a,ZONE_DEL_01,2026-07-06,4.99,1,45,1,1125.54,1607.91,0.737,0.5602,0,0,0,0
CLM_80381,W_df7d87fe5dbc220a,ZONE_DEL_01,2026-07-20,0.55,1,169,1,301.31,430.45,0.176,0.2667,0,0,0,0
CLM_80382,W_df7d87fe5dbc220a,ZONE_DEL_01,2026-08-03,0.01,1,23,2,800.75,1143.93,0.534,0.4771,0,0,0,0
CLM_80383,W_df7d87fe5dbc220a,ZONE_DEL_01,2026-08-17,0.7,1,60,3,166.64,238.06,0.15,0.2655,0,0,0,0
CLM_80384,W_a5b732a3ca5b34b8,ZONE_BLR_01,2026-06-29,1.63,1,139,2,438.19,625.99,0.15,0.244,0,0,0,0
CLM_80385,W_a5b732a3ca5b34b8,ZONE_BLR_01,2026-07-20,0.99,1,28,3,688.66,983.8,0.15,0.2806,0,0,0,0
CLM_80386,W_a5b732a3ca5b34b8,ZONE_BLR_01,2026-08-03,0.44,1,59,2,994.35,1420.5,0.248,0.2789,0,0,0,0
CLM_80387,W_a5b732a3ca5b34b8,ZONE_BLR_01,2026-08-17,0.65,1,8,2,714.04,1020.06,0.15,0.2639,0,0,0,0
CLM_80388,W_f498084b6dd51eef,ZONE_DEL_01,2026-06-29,1.81,1,5,2,674.46,963.52,0.155,0.1633,0,0,0,0
CLM_80389,W_f498084b6dd51eef,ZONE_DEL_01,2026-07-06,1.79,1,86,1,2600.28,3714.68,0.712,0.5602,0,0,0,0
CLM_80390,W_f498084b6dd51eef,ZONE_DEL_01,2026-07-20,0.25,1,44,4,885.88,1265.55,0.279,0.2667,0,0,0,0
CLM_80391,W_f498084b6dd51eef,ZONE_DEL_01,2026-08-03,28.25,1,122,2,2272.57,3246.53,0.628,0.4771,1,0,0,1
CLM_80392,W_f498084b6dd51eef,ZONE_DEL_01,2026-08-17,1.1,1,37,2,565.57,807.96,0.15,0.2655,0,0,0,0
CLM_80393,W_0da839274534be02,ZONE_BOM_01,2026-06-29,1.73,1,52,2,2079.48,2970.69,0.85,1.0,0,0,0,0
CLM_80394,W_0da839274534be02,ZONE_BOM_01,2026-07-06,0.09,1,32,1,1928.46,2754.95,0.799,0.8044,0,0,0,0
CLM_80395,W_0da839274534be02,ZONE_BOM_01,2026-07-13,0.24,1,100,2,878.42,1254.89,0.379,0.4088,0,0,0,0
CLM_80396,W_0da839274534be02,ZONE_BOM_01,2026-07-20,0.5,1,13,4,2077.47,2967.82,0.85,1.0,0,0,0,0
CLM_80397,W_0da839274534be02,ZONE_BOM_01,2026-07-27,1.17,1,86,2,1258.44,1797.77,0.491,0.3856,0,0,0,0
CLM_80398,W_0da839274534be02,ZONE_BOM_01,2026-08-03,0.41,1,31,3,925.93,1322.76,0.376,0.277,0,0,0,0
CLM_80399,W_0da839274534be02,ZONE_BOM_01,2026-08-10,0.05,1,10,1,1020.23,1457.47,0.43,0.3243,0,0,0,0
CLM_80400,W_0da839274534be02,ZONE_BOM_01,2026-08-17,1.23,1,28,1,1417.63,2025.18,0.587,0.3303,0,0,0,0
CLM_80401,W_5155baf7916a96d6,ZONE_HYD_01,2026-07-13,1.78,1,109,3,462.99,661.42,0.15,0.26,0,0,0,0
CLM_80402,W_5155baf7916a96d6,ZONE_HYD_01,2026-07-27,1.85,1,66,1,1027.25,1467.5,0.237,0.2614,0,0,0,0
CLM_80403,W_5155baf7916a96d6,ZONE_HYD_01,2026-08-17,1.01,1,84,1,1056.06,1508.66,0.21,0.2359,0,0,0,0
CLM_80404,W_5155baf7916a96d6,ZONE_HYD_01,2026-09-07,0.21,1,13,1,558.49,797.84,0.15,0.2599,0,0,0,0
CLM_80405,W_6c840b2074eb7f1e,ZONE_BLR_01,2026-06-29,1.22,1,1162,3,511.42,730.6,0.15,0.244,0,0,1,1
CLM_80406,W_6c840b2074eb7f1e,ZONE_BLR_01,2026-07-20,4.28,1,15,2,488.75,698.22,0.15,0.2806,0,0,0,0
CLM_80407,W_6c840b2074eb7f1e,ZONE_BLR_01,2026-08-03,3.15,1,24,1,975.31,1393.3,0.302,0.2789,0,0,0,0
CLM_80408,W_6c840b2074eb7f1e,ZONE_BLR_01,2026-08-17,2.52,1,110,2,418.03,597.19,0.15,0.2639,0,0,0,0
CLM_80409,W_8ca9d997fc2e6f36,ZONE_BOM_01,2026-06-29,43.75,1,31,1,3470.07,4957.24,0.85,1.0,1,0,0,1
CLM_80410,W_8ca9d997fc2e6f36,ZONE_BOM_01,2026-07-06,2.57,1,24,3,3031.64,4330.92,0.728,0.8044,0,0,0,0
CLM_80411,W_8ca9d997fc2e6f36,ZONE_BOM_01,2026-07-13,0.99,1,93,1,1245.61,1779.44,0.314,0.4088,0,0,0,0
CLM_80412,W_8ca9d997fc2e6f36,ZONE_BOM_01,2026-07-20,38.37,1,37,2,3477.67,4968.1,0.85,1.0,1,0,0,1
CLM_80413,W_8ca9d997fc2e6f36,ZONE_BOM_01,2026-07-27,0.81,1,48,3,1864.58,2663.68,0.469,0.3856,0,0,0,0
CLM_80414,W_8ca9d997fc2e6f36,ZONE_BOM_01,2026-08-03,28.67,1,47,2,1204.96,1721.37,0.321,0.277,1,0,0,1
CLM_80415,W_8ca9d997fc2e6f36,ZONE_BOM_01,2026-08-10,1.24,1,8,2,1343.62,1919.46,0.326,0.3243,0,0,0,0
CLM_80416,W_8ca9d997fc2e6f36,ZONE_BOM_01,2026-08-17,0.96,1,22,2,2302.45,3289.21,0.578,0.3303,0,0,0,0
CLM_80417,W_774a75f4dd081a7b,ZONE_BLR_01,2026-06-29,0.3,1,34,2,597.33,853.33,0.15,0.244,0,0,0,0
CLM_80418,W_774a75f4dd081a7b,ZONE_BLR_01,2026-07-20,0.3,1,36,1,416.58,595.11,0.15,0.2806,0,0,0,0
CLM_80419,W_774a75f4dd081a7b,ZONE_BLR_01,2026-08-03,0.81,1,20,2,1286.81,1838.3,0.333,0.2789,0,0,0,0
CLM_80420,W_774a75f4dd081a7b,ZONE_BLR_01,2026-08-17,1.18,1,14,4,515.62,736.6,0.15,0.2639,0,0,0,0
CLM_80421,W_93ca4ee16cc4ed93,ZONE_HYD_01,2026-07-13,1.74,1,116,2,461.04,658.63,0.15,0.26,0,0,0,0
CLM_80422,W_93ca4ee16cc4ed93,ZONE_HYD_01,2026-07-27,0.5,1,66,2,1287.5,1839.29,0.351,0.2614,0,0,0,0
CLM_80423,W_93ca4ee16cc4ed93,ZONE_HYD_01,2026-08-17,1.74,1,34,3,840.63,1200.9,0.21,0.2359,0,0,0,0
CLM_80424,W_93ca4ee16cc4ed93,ZONE_HYD_01,2026-09-07,0.12,1,42,5,674.77,963.96,0.15,0.2599,0,0,0,0
CLM_80425,W_440cfcfb6438fefd,ZONE_BOM_01,2026-06-29,1.09,1,154,2,2902.11,4145.87,0.85,1.0,0,0,0,0
CLM_80426,W_440cfcfb6438fefd,ZONE_BOM_01,2026-07-06,5.54,1,47,4,2535.76,3622.52,0.741,0.8044,0,0,0,0
CLM_80427,W_440cfcfb6438fefd,ZONE_BOM_01,2026-07-13,0.79,1,20,1,1470.66,2100.94,0.424,0.4088,0,0,0,0
CLM_80428,W_440cfcfb6438fefd,ZONE_BOM_01,2026-07-20,1.91,1,101,4,2916.16,4165.94,0.85,1.0,0,0,0,0
CLM_80429,W_440cfcfb6438fefd,ZONE_BOM_01,2026-07-27,1.48,1,68,3,1582.6,2260.86,0.438,0.3856,0,0,0,0
CLM_80430,W_440cfcfb6438fefd,ZONE_BOM_01,2026-08-03,0.55,1,15,1,1192.8,1704.0,0.327,0.277,0,0,0,1
CLM_80431,W_440cfcfb6438fefd,ZONE_BOM_01,2026-08-10,1.51,1,40,2,648.18,925.97,0.196,0.3243,0,0,0,0
CLM_80432,W_440cfcfb6438fefd,ZONE_BOM_01,2026-08-17,1.38,1,15,2,1735.38,2479.12,0.507,0.3303,0,0,0,0
CLM_80433,W_17578dcbfaff6983,ZONE_BOM_01,2026-06-29,0.19,1,50,4,3924.86,5606.95,0.85,1.0,0,0,0,0
CLM_80434,W_17578dcbfaff6983,ZONE_BOM_01,2026-07-06,3.65,1,29,2,3521.79,5031.13,0.75,0.8044,0,0,0,0
CLM_80435,W_17578dcbfaff6983,ZONE_BOM_01,2026-07-13,0.6,1,19,2,1731.5,2473.57,0.349,0.4088,0,0,0,0
CLM_80436,W_17578dcbfaff6983,ZONE_BOM_01,2026-07-20,1.0,1,19,3,3980.95,5687.07,0.85,1.0,0,0,0,0
CLM_80437,W_17578dcbfaff6983,ZONE_BOM_01,2026-07-27,0.51,1,16,1,2454.84,3506.92,0.512,0.3856,0,0,0,0
CLM_80438,W_17578dcbfaff6983,ZONE_BOM_01,2026-08-03,2.96,1,20,4,1582.17,2260.24,0.346,0.277,0,0,0,0
CLM_80439,W_17578dcbfaff6983,ZONE_BOM_01,2026-08-10,1.36,1,53,1,886.42,1266.32,0.167,0.3243,0,0,0,0
CLM_80440,W_17578dcbfaff6983,ZONE_BOM_01,2026-08-17,0.61,1,19,2,2310.15,3300.21,0.504,0.3303,0,0,0,0
CLM_80441,W_ff23389b3dc2235a,ZONE_DEL_01,2026-06-29,0.28,1,6,4,607.48,867.83,0.155,0.1633,0,0,0,0
CLM_80442,W_ff23389b3dc2235a,ZONE_DEL_01,2026-07-06,1.2,1,48,4,2771.78,3959.69,0.799,0.5602,0,0,0,0
CLM_80443,W_ff23389b3dc2235a,ZONE_DEL_01,2026-07-20,1.34,1,1080,3,625.28,893.26,0.193,0.2667,0,0,1,1
CLM_80444,W_ff23389b3dc2235a,ZONE_DEL_01,2026-08-03,0.24,1,49,1,2073.51,2962.16,0.605,0.4771,0,0,0,0
CLM_80445,W_ff23389b3dc2235a,ZONE_DEL_01,2026-08-17,0.56,1,70,4,445.7,636.72,0.15,0.2655,0,0,0,0
CLM_80446,W_9e054c0902affdde,ZONE_BOM_01,2026-06-29,1.13,1,33,1,2997.44,4282.06,0.85,1.0,0,0,0,0
CLM_80447,W_9e054c0902affdde,ZONE_BOM_01,2026-07-06,0.99,1,58,2,2667.11,3810.16,0.739,0.8044,0,0,0,0
CLM_80448,W_9e054c0902affdde,ZONE_BOM_01,2026-07-13,0.13,1,33,1,1573.65,2248.07,0.438,0.4088,0,0,0,0
CLM_80449,W_9e054c0902affdde,ZONE_BOM_01,2026-07-20,1.12,1,52,1,3022.28,4317.54,0.85,1.0,0,0,0,0
CLM_80450,W_9e054c0902affdde,ZONE_BOM_01,2026-07-27,0.59,1,49,2,1698.12,2425.88,0.456,0.3856,0,0,0,0
CLM_80451,W_9e054c0902affdde,ZONE_BOM_01,2026-08-03,0.62,1,99,1,1194.96,1707.09,0.343,0.277,0,0,0,1
CLM_80452,W_9e054c0902affdde,ZONE_BOM_01,2026-08-10,2.52,1,80,3,1080.64,1543.77,0.28,0.3243,0,0,0,0
CLM_80453,W_9e054c0902affdde,ZONE_BOM_01,2026-08-17,2.1,1,126,5,2254.81,3221.16,0.624,0.3303,0,0,0,0
CLM_80454,W_87764060b92ef109,ZONE_BOM_01,2026-06-29,1.51,1,53,2,2662.79,3803.99,0.85,1.0,0,0,0,0
CLM_80455,W_87764060b92ef109,ZONE_BOM_01,2026-07-06,1.3,1,78,2,2655.46,3793.52,0.85,0.8044,0,0,0,0
CLM_80456,W_87764060b92ef109,ZONE_BOM_01,2026-07-13,1.41,1,17,4,1004.65,1435.22,0.353,0.4088,0,0,0,0
CLM_80457,W_87764060b92ef109,ZONE_BOM_01,2026-07-20,1.5,1,58,1,2658.85,3798.36,0.85,1.0,0,0,0,0
CLM_80458,W_87764060b92ef109,ZONE_BOM_01,2026-07-27,44.73,1,41,2,1974.59,2820.84,0.626,0.3856,1,0,0,1
CLM_80459,W_87764060b92ef109,ZONE_BOM_01,2026-08-03,1.36,1,55,2,1336.82,1909.75,0.427,0.277,0,0,0,0
CLM_80460,W_87764060b92ef109,ZONE_BOM_01,2026-08-10,1.3,1,2761,3,1312.08,1874.4,0.396,0.3243,0,0,1,1
CLM_80461,W_87764060b92ef109,ZONE_BOM_01,2026-08-17,1.29,1,42,3,2019.85,2885.5,0.631,0.3303,0,0,0,0
CLM_80462,W_9e7aaf116f1edf69,ZONE_BOM_01,2026-06-29,0.86,1,39,3,3668.55,5240.79,0.85,1.0,0,0,0,0
CLM_80463,W_9e7aaf116f1edf69,ZONE_BOM_01,2026-07-06,1.5,1,90,2,3528.38,5040.54,0.804,0.8044,0,0,0,0
CLM_80464,W_9e7aaf116f1edf69,ZONE_BOM_01,2026-07-13,0.73,1,35,2,1463.4,2090.57,0.33,0.4088,0,0,0,0
CLM_80465,W_9e7aaf116f1edf69,ZONE_BOM_01,2026-07-20,0.45,1,19,1,3680.71,5258.16,0.85,1.0,0,0,0,0
CLM_80466,W_9e7aaf116f1edf69,ZONE_BOM_01,2026-07-27,1.4,1,22,2,2061.81,2945.45,0.467,0.3856,0,0,0,0
CLM_80467,W_9e7aaf116f1edf69,ZONE_BOM_01,2026-08-03,0.54,1,2512,2,1621.95,2317.07,0.346,0.277,0,0,1,1
CLM_80468,W_9e7aaf116f1edf69,ZONE_BOM_01,2026-08-10,0.81,1,798,1,914.88,1306.97,0.175,0.3243,0,0,1,1
CLM_80469,W_9e7aaf116f1edf69,ZONE_BOM_01,2026-08-17,0.32,1,268,3,2073.52,2962.17,0.485,0.3303,0,0,0,0
CLM_80470,W_e039f49e8855a50d,ZONE_HYD_01,2026-07-13,4.19,1,116,6,259.51,370.73,0.15,0.26,0,0,0,0
CLM_80471,W_e039f49e8855a50d,ZONE_HYD_01,2026-07-27,1.76,1,79,3,556.7,795.28,0.249,0.2614,0,0,0,0
CLM_80472,W_e039f49e8855a50d,ZONE_HYD_01,2026-08-17,0.78,1,1352,2,464.94,664.2,0.21,0.2359,0,0,1,1
CLM_80473,W_e039f49e8855a50d,ZONE_HYD_01,2026-09-07,1.34,1,28,1,328.78,469.68,0.15,0.2599,0,0,0,0
CLM_80474,W_c224a11bd32a2686,ZONE_BLR_01,2026-06-29,3.25,1,26,1,628.76,898.23,0.15,0.244,0,0,0,0
CLM_80475,W_c224a11bd32a2686,ZONE_BLR_01,2026-07-20,1.43,1,31,1,542.45,774.93,0.15,0.2806,0,0,0,0
CLM_80476,W_c224a11bd32a2686,ZONE_BLR_01,2026-08-03,0.8,1,18,1,843.14,1204.48,0.197,0.2789,0,0,0,0
CLM_80477,W_c224a11bd32a2686,ZONE_BLR_01,2026-08-17,2.17,1,42,3,620.28,886.12,0.15,0.2639,0,0,0,0
CLM_80478,W_61009cb4f5f0b454,ZONE_DEL_01,2026-06-29,0.53,1,13,1,580.01,828.59,0.155,0.1633,0,0,0,0
CLM_80479,W_61009cb4f5f0b454,ZONE_DEL_01,2026-07-06,1.19,1,39,2,2550.02,3642.88,0.678,0.5602,0,0,0,0
CLM_80480,W_61009cb4f5f0b454,ZONE_DEL_01,2026-07-20,0.86,1,16,2,641.3,916.14,0.205,0.2667,0,0,0,0
CLM_80481,W_61009cb4f5f0b454,ZONE_DEL_01,2026-08-03,3.77,1,16,2,2313.0,3304.29,0.625,0.4771,0,0,0,0
CLM_80482,W_61009cb4f5f0b454,ZONE_DEL_01,2026-08-17,0.49,1,13,1,485.79,693.99,0.15,0.2655,0,0,0,0
CLM_80483,W_156ada9ef3a8f171,ZONE_BOM_01,2026-06-29,2.75,1,44,2,3392.2,4846.0,0.85,1.0,0,0,0,0
CLM_80484,W_156ada9ef3a8f171,ZONE_BOM_01,2026-07-06,2.06,1,10,1,3080.21,4400.3,0.769,0.8044,0,0,0,0
CLM_80485,W_156ada9ef3a8f171,ZONE_BOM_01,2026-07-13,1.87,1,35,2,1796.52,2566.46,0.447,0.4088,0,0,0,0
CLM_80486,W_156ada9ef3a8f171,ZONE_BOM_01,2026-07-20,1.08,1,914,4,3361.85,4802.64,0.85,1.0,0,0,1,1
CLM_80487,W_156ada9ef3a8f171,ZONE_BOM_01,2026-07-27,2.08,1,7,2,1984.16,2834.52,0.479,0.3856,0,0,0,0
CLM_80488,W_156ada9ef3a8f171,ZONE_BOM_01,2026-08-03,2.71,1,37,3,1449.71,2071.02,0.353,0.277,0,0,0,0
CLM_80489,W_156ada9ef3a8f171,ZONE_BOM_01,2026-08-10,1.41,1,49,1,793.16,1133.08,0.228,0.3243,0,0,0,0
CLM_80490,W_156ada9ef3a8f171,ZONE_BOM_01,2026-08-17,1.9,1,64,2,1851.7,2645.29,0.486,0.3303,0,0,0,0
CLM_80491,W_b8449e41f752198a,ZONE_MAA_01,2026-07-06,0.45,1,15,1,582.49,832.13,0.15,0.2267,0,0,0,0
CLM_80492,W_b8449e41f752198a,ZONE_MAA_01,2026-09-14,1.65,1,25,2,439.7,628.15,0.15,0.2595,0,0,0,0
CLM_80493,W_467b1d9222c0c2d0,ZONE_BOM_01,2026-06-29,0.3,1,31,2,2844.81,4064.01,0.85,1.0,0,0,0,0
CLM_80494,W_467b1d9222c0c2d0,ZONE_BOM_01,2026-07-06,1.99,1,117,1,2838.69,4055.27,0.85,0.8044,0,0,0,0
CLM_80495,W_467b1d9222c0c2d0,ZONE_BOM_01,2026-07-13,3.87,1,6,2,1322.9,1889.86,0.375,0.4088,0,0,0,0
CLM_80496,W_467b1d9222c0c2d0,ZONE_BOM_01,2026-07-20,0.25,1,25,3,2864.98,4092.83,0.85,1.0,0,0,0,0
CLM_80497,W_467b1d9222c0c2d0,ZONE_BOM_01,2026-07-27,1.95,1,24,3,1457.17,2081.67,0.46,0.3856,0,0,0,0
CLM_80498,W_467b1d9222c0c2d0,ZONE_BOM_01,2026-08-03,0.56,1,12,2,1584.44,2263.48,0.493,0.277,0,0,0,0
CLM_80499,W_467b1d9222c0c2d0,ZONE_BOM_01,2026-08-10,1.01,1,59,2,1336.19,1908.84,0.394,0.3243,0,0,0,0
CLM_80500,W_467b1d9222c0c2d0,ZONE_BOM_01,2026-08-17,0.86,1,33,1,1815.67,2593.82,0.531,0.3303,0,0,0,0
CLM_80501,W_97586ce0c6f201d7,ZONE_MAA_01,2026-07-06,0.07,1,11,2,517.91,739.87,0.15,0.2267,0,0,0,0
CLM_80502,W_97586ce0c6f201d7,ZONE_MAA_01,2026-09-14,0.77,1,6,2,724.32,1034.75,0.15,0.2595,0,0,0,0
CLM_80503,W_26d612d35978c5cf,ZONE_HYD_01,2026-07-13,0.89,1,8,2,495.21,707.45,0.15,0.26,0,0,0,0
CLM_80504,W_26d612d35978c5cf,ZONE_HYD_01,2026-07-27,1.6,1,16,1,1167.17,1667.38,0.355,0.2614,0,0,0,0
CLM_80505,W_26d612d35978c5cf,ZONE_HYD_01,2026-08-17,1.23,1,5,2,588.69,840.99,0.21,0.2359,0,0,0,0
CLM_80506,W_26d612d35978c5cf,ZONE_HYD_01,2026-09-07,0.82,1,27,1,569.82,814.03,0.15,0.2599,0,0,0,0
CLM_80507,W_bbb8a07d30866190,ZONE_BOM_01,2026-06-29,1.51,1,60,3,3537.37,5053.38,0.85,1.0,0,0,0,0
CLM_80508,W_bbb8a07d30866190,ZONE_BOM_01,2026-07-06,1.69,1,11,1,3520.69,5029.56,0.85,0.8044,0,0,0,0
CLM_80509,W_bbb8a07d30866190,ZONE_BOM_01,2026-07-13,0.67,1,45,3,1981.63,2830.9,0.46,0.4088,0,0,0,0
CLM_80510,W_bbb8a07d30866190,ZONE_BOM_01,2026-07-20,18.26,1,26,1,3549.0,5070.0,0.85,1.0,1,0,0,1
CLM_80511,W_bbb8a07d30866190,ZONE_BOM_01,2026-07-27,0.69,1,34,2,2152.9,3075.57,0.499,0.3856,0,0,0,0
CLM_80512,W_bbb8a07d30866190,ZONE_BOM_01,2026-08-03,3.08,1,58,1,2144.09,3062.99,0.501,0.277,0,0,0,0
CLM_80513,W_bbb8a07d30866190,ZONE_BOM_01,2026-08-10,2.03,1,40,4,1469.14,2098.77,0.324,0.3243,0,0,0,0
CLM_80514,W_bbb8a07d30866190,ZONE_BOM_01,2026-08-17,0.77,1,58,2,2480.47,3543.53,0.596,0.3303,0,0,0,0
CLM_80515,W_c8e24308d7ed987a,ZONE_DEL_01,2026-06-29,1.01,1,61,1,375.85,536.93,0.155,0.1633,0,0,0,0
CLM_80516,W_c8e24308d7ed987a,ZONE_DEL_01,2026-07-06,1.22,1,42,4,2462.85,3518.36,0.85,0.5602,0,0,0,0
CLM_80517,W_c8e24308d7ed987a,ZONE_DEL_01,2026-07-20,38.8,1,55,2,1050.01,1500.01,0.358,0.2667,1,0,0,1
CLM_80518,W_c8e24308d7ed987a,ZONE_DEL_01,2026-08-03,1.4,1,51,3,2465.22,3521.75,0.85,0.4771,0,0,0,0
CLM_80519,W_c8e24308d7ed987a,ZONE_DEL_01,2026-08-17,0.37,1,73,5,464.62,663.74,0.15,0.2655,0,0,0,0
CLM_80520,W_c8e24308d7ed987a,ZONE_DEL_01,2026-08-31,0.94,1,10,2,666.93,952.76,0.262,0.2815,0,0,0,0
CLM_80521,W_c6885404a630931a,ZONE_BLR_01,2026-06-29,3.42,1,97,1,483.73,691.05,0.15,0.244,0,0,0,0
CLM_80522,W_c6885404a630931a,ZONE_BLR_01,2026-07-20,1.69,1,10,3,436.76,623.94,0.15,0.2806,0,0,0,0
CLM_80523,W_c6885404a630931a,ZONE_BLR_01,2026-08-03,2.03,1,17,4,1130.0,1614.29,0.38,0.2789,0,0,0,0
CLM_80524,W_c6885404a630931a,ZONE_BLR_01,2026-08-17,0.46,1,25,2,530.6,758.0,0.15,0.2639,0,0,0,0
CLM_80525,W_324ffa8bbe5e7ad4,ZONE_BOM_01,2026-06-29,2.61,1,139,3,2575.19,3678.84,0.85,1.0,0,0,0,0
CLM_80526,W_324ffa8bbe5e7ad4,ZONE_BOM_01,2026-07-06,0.22,1,47,2,2107.41,3010.59,0.684,0.8044,0,0,0,0
CLM_80527,W_324ffa8bbe5e7ad4,ZONE_BOM_01,2026-07-13,0.77,1,35,2,966.47,1380.67,0.341,0.4088,0,0,0,0
CLM_80528,W_324ffa8bbe5e7ad4,ZONE_BOM_01,2026-07-20,0.32,1,99,1,2600.16,3714.52,0.85,1.0,0,0,0,0
CLM_80529,W_324ffa8bbe5e7ad4,ZONE_BOM_01,2026-07-27,0.64,1,2704,1,1152.89,1646.99,0.396,0.3856,0,0,1,1
CLM_80530,W_324ffa8bbe5e7ad4,ZONE_BOM_01,2026-08-03,0.72,1,39,2,916.62,1309.46,0.296,0.277,0,0,0,0
CLM_80531,W_324ffa8bbe5e7ad4,ZONE_BOM_01,2026-08-10,1.21,1,61,1,482.07,688.67,0.173,0.3243,0,0,0,0
CLM_80532,W_324ffa8bbe5e7ad4,ZONE_BOM_01,2026-08-17,1.14,1,36,3,1638.63,2340.9,0.548,0.3303,0,0,0,0
CLM_80533,W_bf528323a1ddf0c4,ZONE_BLR_01,2026-06-29,0.44,1,59,2,563.66,805.23,0.15,0.244,0,0,0,0
CLM_80534,W_bf528323a1ddf0c4,ZONE_BLR_01,2026-07-20,1.05,1,12,2,728.18,1040.26,0.15,0.2806,0,0,0,0
CLM_80535,W_bf528323a1ddf0c4,ZONE_BLR_01,2026-08-03,1.32,1,64,1,807.4,1153.43,0.237,0.2789,0,0,0,0
CLM_80536,W_bf528323a1ddf0c4,ZONE_BLR_01,2026-08-17,0.84,1,20,3,745.69,1065.27,0.15,0.2639,0,0,0,0
CLM_80537,W_d1e323d965ebbf5b,ZONE_BOM_01,2026-06-29,2.47,1,87,3,1572.56,2246.52,0.85,1.0,0,0,0,0
CLM_80538,W_d1e323d965ebbf5b,ZONE_BOM_01,2026-07-06,0.7,1,68,2,1486.32,2123.32,0.797,0.8044,0,0,0,0
CLM_80539,W_d1e323d965ebbf5b,ZONE_BOM_01,2026-07-13,0.25,1,49,3,822.97,1175.67,0.439,0.4088,0,0,0,0
CLM_80540,W_d1e323d965ebbf5b,ZONE_BOM_01,2026-07-20,0.33,1,223,2,1596.92,2281.31,0.85,1.0,0,0,0,0
CLM_80541,W_d1e323d965ebbf5b,ZONE_BOM_01,2026-07-27,1.99,1,47,1,817.41,1167.73,0.449,0.3856,0,0,0,0
CLM_80542,W_d1e323d965ebbf5b,ZONE_BOM_01,2026-08-03,1.24,1,73,3,721.68,1030.97,0.399,0.277,0,0,0,0
CLM_80543,W_d1e323d965ebbf5b,ZONE_BOM_01,2026-08-10,1.23,1,20,1,404.86,578.37,0.249,0.3243,0,0,0,0
CLM_80544,W_d1e323d965ebbf5b,ZONE_BOM_01,2026-08-17,0.08,1,54,3,973.08,1390.11,0.508,0.3303,0,0,0,0
CLM_80545,W_f1e3f6f876e764f3,ZONE_DEL_01,2026-06-29,1.95,1,19,3,631.98,902.83,0.155,0.1633,0,0,0,0
CLM_80546,W_f1e3f6f876e764f3,ZONE_DEL_01,2026-07-06,1.22,1,18,2,3150.28,4500.4,0.777,0.5602,0,0,0,0
CLM_80547,W_f1e3f6f876e764f3,ZONE_DEL_01,2026-07-20,0.24,1,32,1,775.01,1107.16,0.172,0.2667,0,0,0,0
CLM_80548,W_f1e3f6f876e764f3,ZONE_DEL_01,2026-08-03,0.87,1,6,2,2320.28,3314.68,0.576,0.4771,0,0,0,0
CLM_80549,W_f1e3f6f876e764f3,ZONE_DEL_01,2026-08-17,1.29,1,55,2,779.61,1113.73,0.15,0.2655,0,0,0,0
CLM_80550,W_15d6fc2bd0f99831,ZONE_DEL_01,2026-06-29,0.82,1,66,2,521.09,744.42,0.155,0.1633,0,0,0,0
CLM_80551,W_15d6fc2bd0f99831,ZONE_DEL_01,2026-07-06,1.39,1,74,3,2912.55,4160.78,0.85,0.5602,0,0,0,0
CLM_80552,W_15d6fc2bd0f99831,ZONE_DEL_01,2026-07-20,3.07,1,49,1,1298.39,1854.84,0.35,0.2667,0,0,0,0
