claim_id,worker_id,zone_id,week_start_date,claim_timestamp,disruption_event_id,gps_deviation_score,device_id,device_id_reuse_count,syndicate_cluster_flag,weather_verification_discrepancy,claim_vs_event_gap_minutes,claims_per_worker_per_month,claimed_amount,approved_amount,is_fraud_label
CLM_80248,W_fa55d937b339bd13,ZONE_DEL_01,2026-06-29,2026-07-02 01:05:00,EVT_ZONE_DEL_01_20260629,0.85,DEV_d335794ab5c7,1,False,0.08,65,5,355.7,355.7,0
CLM_80249,W_fa55d937b339bd13,ZONE_DEL_01,2026-07-06,2026-07-09 00:17:00,EVT_ZONE_DEL_01_20260706,1.82,DEV_d335794ab5c7,1,False,0.1,17,2,2578.21,2578.21,0
CLM_80250,W_fa55d937b339bd13,ZONE_DEL_01,2026-07-20,2026-07-22 00:26:00,EVT_ZONE_DEL_01_20260720,0.92,DEV_d335794ab5c7,1,False,0.06,26,2,816.45,816.45,0
CLM_80251,W_fa55d937b339bd13,ZONE_DEL_01,2026-08-03,2026-08-04 03:50:00,EVT_ZONE_DEL_01_20260803,1.2,DEV_d335794ab5c7,1,False,0.0,230,2,1783.4,1783.4,0
CLM_80252,W_fa55d937b339bd13,ZONE_DEL_01,2026-08-17,2026-08-21 00:54:00,EVT_ZONE_DEL_01_20260817,0.19,DEV_d335794ab5c7,1,False,0.09,54,2,569.32,569.32,0
CLM_80253,W_e02e72a23df33b08,ZONE_BLR_01,2026-06-29,2026-06-30 00:13:00,EVT_ZONE_BLR_01_20260629,0.09,DEV_49574878c863,1,False,0.09,13,3,542.86,542.86,0
CLM_80254,W_e02e72a23df33b08,ZONE_BLR_01,2026-07-20,2026-07-23 00:05:00,EVT_ZONE_BLR_01_20260720,0.05,DEV_49574878c863,1,False,0.03,5,2,629.53,629.53,0
CLM_80255,W_e02e72a23df33b08,ZONE_BLR_01,2026-08-03,2026-08-05 00:05:00,EVT_ZONE_BLR_01_20260803,0.64,DEV_49574878c863,1,False,0.06,5,3,753.18,753.18,0
CLM_80256,W_e02e72a23df33b08,ZONE_BLR_01,2026-08-17,2026-08-21 00:11:00,EVT_ZONE_BLR_01_20260817,0.4,DEV_49574878c863,1,False,0.06,11,4,434.34,434.34,0
CLM_80257,W_69390287654665b0,ZONE_DEL_01,2026-06-29,2026-07-02 00:55:00,EVT_ZONE_DEL_01_20260629,0.85,DEV_e611fcb6bdfe,1,False,0.07,55,4,676.21,676.21,0
CLM_80258,W_69390287654665b0,ZONE_DEL_01,2026-07-06,2026-07-11 00:56:00,EVT_ZONE_DEL_01_20260706,0.22,DEV_e611fcb6bdfe,1,False,0.07,56,2,3267.36,3267.36,0
CLM_80259,W_69390287654665b0,ZONE_DEL_01,2026-07-20,2026-07-25 00:16:00,EVT_ZONE_DEL_01_20260720,0.64,DEV_e611fcb6bdfe,1,False,0.09,16,5,894.03,894.03,0
CLM_80260,W_69390287654665b0,ZONE_DEL_01,2026-08-03,2026-08-08 00:12:00,EVT_ZONE_DEL_01_20260803,0.75,DEV_e611fcb6bdfe,1,False,0.08,12,2,2680.95,2680.95,0
CLM_80261,W_69390287654665b0,ZONE_DEL_01,2026-08-17,2026-08-19 00:27:00,EVT_ZONE_DEL_01_20260817,0.11,DEV_e611fcb6bdfe,1,False,0.01,27,3,696.82,696.82,0
CLM_80262,W_3eedf2345c580b41,ZONE_MAA_01,2026-07-06,2026-07-07 01:31:00,EVT_ZONE_MAA_01_20260706,0.23,DEV_1eb2ac2c246c,1,False,0.05,91,1,805.08,805.08,0
CLM_80263,W_3eedf2345c580b41,ZONE_MAA_01,2026-09-14,2026-09-18 00:41:00,EVT_ZONE_MAA_01_20260914,1.66,DEV_1eb2ac2c246c,1,False,0.01,41,1,582.9,582.9,0
CLM_80264,W_427b5c492ddd6098,ZONE_DEL_01,2026-06-29,2026-07-02 01:15:00,EVT_ZONE_DEL_01_20260629,0.31,DEV_301677271d77,1,False,0.01,75,2,595.6,595.6,0
CLM_80265,W_427b5c492ddd6098,ZONE_DEL_01,2026-07-06,2026-07-11 00:08:00,EVT_ZONE_DEL_01_20260706,0.72,DEV_301677271d77,1,False,0.06,8,2,2695.27,2695.27,0
CLM_80266,W_427b5c492ddd6098,ZONE_DEL_01,2026-07-20,2026-07-24 01:16:00,EVT_ZONE_DEL_01_20260720,41.28,DEV_301677271d77,1,False,0.07,76,1,1002.96,0.0,1
CLM_80267,W_427b5c492ddd6098,ZONE_DEL_01,2026-08-03,2026-08-06 01:24:00,EVT_ZONE_DEL_01_20260803,3.32,DEV_301677271d77,1,False,0.03,84,1,2329.03,2329.03,0
CLM_80268,W_427b5c492ddd6098,ZONE_DEL_01,2026-08-17,2026-08-18 00:17:00,EVT_ZONE_DEL_01_20260817,0.05,DEV_301677271d77,1,False,0.05,17,3,433.56,433.56,0
CLM_80269,W_704ed00ce5f65bc7,ZONE_HYD_01,2026-07-13,2026-07-18 01:58:00,EVT_ZONE_HYD_01_20260713,0.36,DEV_94bed30f2420,1,False,0.09,118,3,502.66,502.66,0
CLM_80270,W_704ed00ce5f65bc7,ZONE_HYD_01,2026-07-27,2026-07-29 01:05:00,EVT_ZONE_HYD_01_20260727,1.78,DEV_94bed30f2420,1,False,0.08,65,2,1746.07,1746.07,0
CLM_80271,W_704ed00ce5f65bc7,ZONE_HYD_01,2026-08-17,2026-08-18 00:08:00,EVT_ZONE_HYD_01_20260817,1.19,DEV_94bed30f2420,1,False,0.06,8,4,777.32,777.32,0
CLM_80272,W_704ed00ce5f65bc7,ZONE_HYD_01,2026-09-07,2026-09-12 00:39:00,EVT_ZONE_HYD_01_20260907,1.38,DEV_94bed30f2420,1,False,0.08,39,2,699.61,699.61,0
CLM_80273,W_36ef6d1e1def4cde,ZONE_MAA_01,2026-07-06,2026-07-11 01:32:00,EVT_ZONE_MAA_01_20260706,0.65,DEV_1dda06d5698b,1,False,0.09,92,3,628.74,628.74,0
CLM_80274,W_36ef6d1e1def4cde,ZONE_MAA_01,2026-09-14,2026-09-18 00:16:00,EVT_ZONE_MAA_01_20260914,0.87,DEV_1dda06d5698b,1,False,0.04,16,4,425.42,425.42,0
CLM_80275,W_d7d3177e85e4dccd,ZONE_HYD_01,2026-07-13,2026-07-16 00:26:00,EVT_ZONE_HYD_01_20260713,0.37,DEV_c4a46b22c8f5,1,False,0.0,26,2,691.96,691.96,0
CLM_80276,W_d7d3177e85e4dccd,ZONE_HYD_01,2026-07-27,2026-07-31 01:50:00,EVT_ZONE_HYD_01_20260727,0.87,DEV_c4a46b22c8f5,1,False,0.04,110,2,644.98,644.98,0
CLM_80277,W_d7d3177e85e4dccd,ZONE_HYD_01,2026-08-17,2026-08-21 01:53:00,EVT_ZONE_HYD_01_20260817,0.36,DEV_c4a46b22c8f5,1,False,0.03,113,1,937.46,937.46,0
CLM_80278,W_d7d3177e85e4dccd,ZONE_HYD_01,2026-09-07,2026-09-11 01:58:00,EVT_ZONE_HYD_01_20260907,0.96,DEV_c4a46b22c8f5,1,False,0.07,118,2,619.77,619.77,0
CLM_80279,W_83dfd05e11e962e8,ZONE_MAA_01,2026-07-06,2026-07-11 00:51:00,EVT_ZONE_MAA_01_20260706,1.89,DEV_195cc910e7d9,1,False,0.0,51,1,706.62,706.62,0
CLM_80280,W_83dfd05e11e962e8,ZONE_MAA_01,2026-09-14,2026-09-18 02:10:00,EVT_ZONE_MAA_01_20260914,1.88,DEV_195cc910e7d9,1,False,0.03,130,3,714.52,714.52,0
CLM_80281,W_fffc6daf42faa934,ZONE_MAA_01,2026-07-06,2026-07-11 00:14:00,EVT_ZONE_MAA_01_20260706,0.48,DEV_1b346735810f,1,False,0.02,14,3,539.73,539.73,0
CLM_80282,W_fffc6daf42faa934,ZONE_MAA_01,2026-09-14,2026-09-17 00:08:00,EVT_ZONE_MAA_01_20260914,0.32,DEV_1b346735810f,1,False,0.1,8,3,474.68,474.68,0
CLM_80283,W_048e554423539f57,ZONE_BOM_01,2026-06-29,2026-07-03 02:13:00,EVT_ZONE_BOM_01_20260629,2.26,DEV_3dca3d1ed9fb,1,False,0.06,133,2,4040.74,4040.74,0
CLM_80284,W_048e554423539f57,ZONE_BOM_01,2026-07-06,2026-07-08 00:32:00,EVT_ZONE_BOM_01_20260706,1.56,DEV_3dca3d1ed9fb,1,False,0.0,32,1,3697.83,3697.83,0
CLM_80285,W_048e554423539f57,ZONE_BOM_01,2026-07-13,2026-07-16 00:10:00,EVT_ZONE_BOM_01_20260713,2.98,DEV_3dca3d1ed9fb,1,False,0.01,10,1,1824.37,1824.37,0
CLM_80286,W_048e554423539f57,ZONE_BOM_01,2026-07-20,2026-07-25 00:23:00,EVT_ZONE_BOM_01_20260720,1.82,DEV_3dca3d1ed9fb,1,False,0.02,23,4,4075.83,4075.83,0
CLM_80287,W_048e554423539f57,ZONE_BOM_01,2026-07-27,2026-07-28 01:04:00,EVT_ZONE_BOM_01_20260727,1.5,DEV_3dca3d1ed9fb,1,False,0.04,64,1,2368.63,2368.63,0
CLM_80288,W_048e554423539f57,ZONE_BOM_01,2026-08-03,2026-08-05 00:32:00,EVT_ZONE_BOM_01_20260803,3.72,DEV_3dca3d1ed9fb,1,False,0.05,32,2,1839.87,1839.87,0
CLM_80289,W_048e554423539f57,ZONE_BOM_01,2026-08-10,2026-08-15 00:22:00,EVT_ZONE_BOM_01_20260810,1.58,DEV_3dca3d1ed9fb,1,False,0.04,22,4,1047.66,1047.66,0
CLM_80290,W_048e554423539f57,ZONE_BOM_01,2026-08-17,2026-08-18 00:14:00,EVT_ZONE_BOM_01_20260817,1.84,DEV_3dca3d1ed9fb,1,False,0.06,14,2,2707.52,2707.52,0
CLM_80291,W_a2433eb122c14254,ZONE_BOM_01,2026-06-29,2026-06-30 01:47:00,EVT_ZONE_BOM_01_20260629,0.73,DEV_4aaaab6284eb,1,False,0.02,107,1,2797.47,2797.47,0
CLM_80292,W_a2433eb122c14254,ZONE_BOM_01,2026-07-06,2026-07-09 00:14:00,EVT_ZONE_BOM_01_20260706,3.15,DEV_4aaaab6284eb,1,False,0.0,14,1,2791.66,2791.66,0
CLM_80293,W_a2433eb122c14254,ZONE_BOM_01,2026-07-13,2026-07-16 03:08:00,EVT_ZONE_BOM_01_20260713,0.34,DEV_4aaaab6284eb,1,False,0.04,188,1,1226.53,1226.53,0
CLM_80294,W_a2433eb122c14254,ZONE_BOM_01,2026-07-20,2026-07-23 01:01:00,EVT_ZONE_BOM_01_20260720,1.88,DEV_4aaaab6284eb,1,False,0.01,61,3,2765.99,2765.99,0
CLM_80295,W_a2433eb122c14254,ZONE_BOM_01,2026-07-27,2026-07-29 00:52:00,EVT_ZONE_BOM_01_20260727,0.8,DEV_4aaaab6284eb,1,False,0.1,52,2,2068.16,2068.16,0
CLM_80296,W_a2433eb122c14254,ZONE_BOM_01,2026-08-03,2026-08-08 00:05:00,EVT_ZONE_BOM_01_20260803,1.6,DEV_4aaaab6284eb,1,False,0.06,5,1,1355.22,1355.22,0
CLM_80297,W_a2433eb122c14254,ZONE_BOM_01,2026-08-10,2026-08-12 00:56:00,EVT_ZONE_BOM_01_20260810,1.21,DEV_4aaaab6284eb,1,False,0.03,56,2,1321.82,1321.82,0
CLM_80298,W_a2433eb122c14254,ZONE_BOM_01,2026-08-17,2026-08-19 00:48:00,EVT_ZONE_BOM_01_20260817,0.77,DEV_4aaaab6284eb,1,False,0.01,48,2,1800.8,1800.8,0
CLM_80299,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-06-29,2026-07-03 00:45:00,EVT_ZONE_BOM_01_20260629,0.06,DEV_844f3a279e25,1,False,0.09,45,2,3030.83,3030.83,0
CLM_80300,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-07-06,2026-07-08 01:41:00,EVT_ZONE_BOM_01_20260706,0.12,DEV_844f3a279e25,1,False,0.08,101,1,2767.95,2767.95,0
CLM_80301,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-07-13,2026-07-17 01:40:00,EVT_ZONE_BOM_01_20260713,2.31,DEV_844f3a279e25,1,False,0.08,100,3,1375.5,1375.5,0
CLM_80302,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-07-20,2026-07-22 01:14:00,EVT_ZONE_BOM_01_20260720,2.13,DEV_844f3a279e25,1,False,0.04,74,3,3015.48,3015.48,0
CLM_80303,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-07-27,2026-07-28 00:59:00,EVT_ZONE_BOM_01_20260727,0.28,DEV_844f3a279e25,1,False,0.08,59,3,2201.44,2201.44,0
CLM_80304,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-08-03,2026-08-04 01:23:00,EVT_ZONE_BOM_01_20260803,0.56,DEV_844f3a279e25,1,False,0.09,83,2,1746.46,1746.46,0
CLM_80305,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-08-10,2026-08-13 00:58:00,EVT_ZONE_BOM_01_20260810,0.5,DEV_844f3a279e25,1,False,0.07,58,3,966.46,966.46,0
CLM_80306,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-08-17,2026-08-19 13:50:00,EVT_ZONE_BOM_01_20260817,4.04,DEV_844f3a279e25,1,False,0.08,2270,2,2175.63,0.0,1
CLM_80307,W_a7088775dee01a79,ZONE_DEL_01,2026-06-29,2026-07-02 02:13:00,EVT_ZONE_DEL_01_20260629,0.75,DEV_c3ef54afaf24,1,False,0.06,133,2,472.97,472.97,0
CLM_80308,W_a7088775dee01a79,ZONE_DEL_01,2026-07-06,2026-07-07 00:30:00,EVT_ZONE_DEL_01_20260706,0.67,DEV_c3ef54afaf24,1,False,0.03,30,1,3154.59,3154.59,0
CLM_80309,W_a7088775dee01a79,ZONE_DEL_01,2026-07-20,2026-07-23 02:08:00,EVT_ZONE_DEL_01_20260720,1.05,DEV_c3ef54afaf24,1,False,0.06,128,2,1093.17,1093.17,0
CLM_80310,W_a7088775dee01a79,ZONE_DEL_01,2026-08-03,2026-08-07 00:52:00,EVT_ZONE_DEL_01_20260803,36.8,DEV_c3ef54afaf24,1,False,0.07,52,3,2936.41,0.0,1
CLM_80311,W_a7088775dee01a79,ZONE_DEL_01,2026-08-17,2026-08-18 00:47:00,EVT_ZONE_DEL_01_20260817,0.62,DEV_c3ef54afaf24,1,False,0.07,47,2,483.1,483.1,0
CLM_80312,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-06-29,2026-07-04 00:14:00,EVT_ZONE_BOM_01_20260629,0.71,DEV_3c3befaea94e,1,False,0.09,14,1,3471.66,3471.66,0
CLM_80313,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-07-06,2026-07-10 01:09:00,EVT_ZONE_BOM_01_20260706,1.42,DEV_3c3befaea94e,1,False,0.02,69,1,3017.32,3017.32,0
CLM_80314,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-07-13,2026-07-17 00:11:00,EVT_ZONE_BOM_01_20260713,1.43,DEV_3c3befaea94e,1,False,0.09,11,4,1514.46,1514.46,0
CLM_80315,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-07-20,2026-07-24 22:01:00,EVT_ZONE_BOM_01_20260720,0.77,DEV_3c3befaea94e,1,False,0.0,1321,1,3430.89,0.0,1
CLM_80316,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-07-27,2026-07-30 00:13:00,EVT_ZONE_BOM_01_20260727,0.15,DEV_3c3befaea94e,1,False,0.09,13,2,1454.4,1454.4,0
CLM_80317,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-03,2026-08-07 00:22:00,EVT_ZONE_BOM_01_20260803,0.66,DEV_3c3befaea94e,1,False,0.08,22,3,1177.76,1177.76,0
CLM_80318,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-10,2026-08-14 11:27:00,EVT_ZONE_BOM_01_20260810,0.47,DEV_3c3befaea94e,1,False,0.03,2127,3,1146.49,0.0,1
CLM_80319,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-17,2026-08-21 00:56:00,EVT_ZONE_BOM_01_20260817,0.56,DEV_3c3befaea94e,1,False,0.09,56,2,1879.6,1879.6,0
CLM_80320,W_14b3cf65a0556b53,ZONE_BLR_01,2026-06-29,2026-06-30 00:20:00,EVT_ZONE_BLR_01_20260629,2.02,DEV_2ec46cffc397,1,False,0.04,20,2,351.39,351.39,0
CLM_80321,W_14b3cf65a0556b53,ZONE_BLR_01,2026-07-20,2026-07-24 14:34:00,EVT_ZONE_BLR_01_20260720,2.36,DEV_2ec46cffc397,1,False,0.09,874,2,278.32,0.0,1
CLM_80322,W_14b3cf65a0556b53,ZONE_BLR_01,2026-08-03,2026-08-04 00:25:00,EVT_ZONE_BLR_01_20260803,0.93,DEV_2ec46cffc397,1,False,0.01,25,3,382.26,382.26,0
CLM_80323,W_14b3cf65a0556b53,ZONE_BLR_01,2026-08-17,2026-08-21 00:44:00,EVT_ZONE_BLR_01_20260817,0.58,DEV_2ec46cffc397,1,False,0.04,44,2,251.48,251.48,0
CLM_80324,W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-07-13,2026-07-14 01:44:00,EVT_ZONE_HYD_01_20260713,41.74,DEV_a10e657b30b6,1,False,0.04,104,2,246.83,0.0,1
CLM_80325,W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-07-27,2026-07-28 00:06:00,EVT_ZONE_HYD_01_20260727,0.63,DEV_a10e657b30b6,1,False,0.0,6,2,386.97,386.97,0
CLM_80326,W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-08-17,2026-08-20 00:26:00,EVT_ZONE_HYD_01_20260817,1.89,DEV_a10e657b30b6,1,False,0.07,26,3,367.3,367.3,0
CLM_80327,W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-09-07,2026-09-12 00:17:00,EVT_ZONE_HYD_01_20260907,0.61,DEV_a10e657b30b6,1,False,0.09,17,3,267.62,267.62,0
CLM_80328,W_01624169e6774b8c,ZONE_MAA_01,2026-07-06,2026-07-07 00:15:00,EVT_ZONE_MAA_01_20260706,0.48,DEV_5a77238ac2da,1,False,0.97,15,2,405.79,0.0,1
CLM_80329,W_01624169e6774b8c,ZONE_MAA_01,2026-09-14,2026-09-17 00:18:00,EVT_ZONE_MAA_01_20260914,2.78,DEV_5a77238ac2da,1,False,0.05,18,2,359.33,359.33,0
CLM_80330,W_25440c2551afb2ba,ZONE_DEL_01,2026-06-29,2026-07-01 00:17:00,EVT_ZONE_DEL_01_20260629,1.19,DEV_98f8c0a3d6f9,1,False,0.0,17,2,576.63,576.63,0
CLM_80331,W_25440c2551afb2ba,ZONE_DEL_01,2026-07-06,2026-07-07 00:13:00,EVT_ZONE_DEL_01_20260706,0.84,DEV_98f8c0a3d6f9,1,False,0.07,13,1,2789.24,2789.24,0
CLM_80332,W_25440c2551afb2ba,ZONE_DEL_01,2026-07-20,2026-07-25 01:06:00,EVT_ZONE_DEL_01_20260720,2.33,DEV_98f8c0a3d6f9,1,False,0.02,66,2,1159.78,1159.78,0
CLM_80333,W_25440c2551afb2ba,ZONE_DEL_01,2026-08-03,2026-08-08 02:35:00,EVT_ZONE_DEL_01_20260803,4.76,DEV_98f8c0a3d6f9,1,False,0.06,155,3,2804.84,2804.84,0
CLM_80334,W_25440c2551afb2ba,ZONE_DEL_01,2026-08-17,2026-08-22 02:36:00,EVT_ZONE_DEL_01_20260817,1.66,DEV_98f8c0a3d6f9,1,False,0.07,156,2,467.19,467.19,0
CLM_80335,W_a67e67df3e474a61,ZONE_HYD_01,2026-07-13,2026-07-14 00:47:00,EVT_ZONE_HYD_01_20260713,0.49,DEV_9f476f11ce6c,1,False,0.05,47,2,208.84,208.84,0
CLM_80336,W_a67e67df3e474a61,ZONE_HYD_01,2026-07-27,2026-07-29 01:15:00,EVT_ZONE_HYD_01_20260727,2.17,DEV_9f476f11ce6c,1,False,0.04,75,5,421.57,421.57,0
CLM_80337,W_a67e67df3e474a61,ZONE_HYD_01,2026-08-17,2026-08-22 03:26:00,EVT_ZONE_HYD_01_20260817,2.48,DEV_9f476f11ce6c,1,False,0.1,1646,1,372.57,0.0,1
CLM_80338,W_a67e67df3e474a61,ZONE_HYD_01,2026-09-07,2026-09-08 00:40:00,EVT_ZONE_HYD_01_20260907,2.58,DEV_9f476f11ce6c,1,False,0.04,40,3,298.78,298.78,0
CLM_80339,W_74c5dc4729a717f3,ZONE_BLR_01,2026-06-29,2026-07-03 00:06:00,EVT_ZONE_BLR_01_20260629,0.24,DEV_c9bcbfad7a47,1,False,0.07,6,1,206.96,206.96,0
CLM_80340,W_74c5dc4729a717f3,ZONE_BLR_01,2026-07-20,2026-07-23 01:16:00,EVT_ZONE_BLR_01_20260720,22.71,DEV_c9bcbfad7a47,1,False,0.07,76,3,276.05,0.0,1
CLM_80341,W_74c5dc4729a717f3,ZONE_BLR_01,2026-08-03,2026-08-07 12:47:00,EVT_ZONE_BLR_01_20260803,0.63,DEV_c9bcbfad7a47,1,False,0.03,2207,1,482.19,0.0,1
CLM_80342,W_74c5dc4729a717f3,ZONE_BLR_01,2026-08-17,2026-08-20 00:18:00,EVT_ZONE_BLR_01_20260817,0.89,DEV_c9bcbfad7a47,1,False,0.85,18,2,214.94,0.0,1
CLM_80343,W_4122300498fcabb0,ZONE_BLR_01,2026-06-29,2026-07-04 00:08:00,EVT_ZONE_BLR_01_20260629,0.84,DEV_ffee320084a8,1,False,0.06,8,2,413.55,413.55,0
CLM_80344,W_4122300498fcabb0,ZONE_BLR_01,2026-07-20,2026-07-23 01:08:00,EVT_ZONE_BLR_01_20260720,1.05,DEV_ffee320084a8,1,False,0.09,68,4,530.82,530.82,0
CLM_80345,W_4122300498fcabb0,ZONE_BLR_01,2026-08-03,2026-08-08 00:20:00,EVT_ZONE_BLR_01_20260803,2.42,DEV_ffee320084a8,1,False,0.05,20,1,503.4,503.4,0
CLM_80346,W_4122300498fcabb0,ZONE_BLR_01,2026-08-17,2026-08-19 00:40:00,EVT_ZONE_BLR_01_20260817,0.29,DEV_ffee320084a8,1,False,0.08,40,1,454.08,454.08,0
CLM_80347,W_4caaa9b9adefcce3,ZONE_DEL_01,2026-06-29,2026-07-03 04:48:00,EVT_ZONE_DEL_01_20260629,0.17,DEV_6f55cce10c62,1,False,0.03,288,4,656.77,656.77,0
CLM_80348,W_4caaa9b9adefcce3,ZONE_DEL_01,2026-07-06,2026-07-07 00:05:00,EVT_ZONE_DEL_01_20260706,0.55,DEV_6f55cce10c62,1,False,0.07,5,2,2812.02,2812.02,0
CLM_80349,W_4caaa9b9adefcce3,ZONE_DEL_01,2026-07-20,2026-07-22 01:06:00,EVT_ZONE_DEL_01_20260720,1.77,DEV_6f55cce10c62,1,False,0.02,66,3,709.54,709.54,0
CLM_80350,W_4caaa9b9adefcce3,ZONE_DEL_01,2026-08-03,2026-08-05 00:12:00,EVT_ZONE_DEL_01_20260803,0.75,DEV_6f55cce10c62,1,False,0.03,12,3,2347.07,2347.07,0
CLM_80351,W_4caaa9b9adefcce3,ZONE_DEL_01,2026-08-17,2026-08-20 01:43:00,EVT_ZONE_DEL_01_20260817,1.66,DEV_6f55cce10c62,1,False,0.06,103,4,595.68,595.68,0
CLM_80352,W_288eecdb59811787,ZONE_MAA_01,2026-07-06,2026-07-08 00:30:00,EVT_ZONE_MAA_01_20260706,2.08,DEV_3e442575aadb,1,False,0.03,30,3,355.28,355.28,0
CLM_80353,W_288eecdb59811787,ZONE_MAA_01,2026-09-14,2026-09-15 03:23:00,EVT_ZONE_MAA_01_20260914,2.39,DEV_3e442575aadb,1,False,0.01,203,2,295.04,295.04,0
CLM_80354,W_30c19def9adcb74f,ZONE_BLR_01,2026-06-29,2026-07-01 01:23:00,EVT_ZONE_BLR_01_20260629,0.71,DEV_cf61b686d133,1,False,0.02,83,5,832.87,832.87,0
CLM_80355,W_30c19def9adcb74f,ZONE_BLR_01,2026-07-20,2026-07-23 00:56:00,EVT_ZONE_BLR_01_20260720,0.09,DEV_cf61b686d133,1,False,0.07,56,2,502.45,502.45,0
CLM_80356,W_30c19def9adcb74f,ZONE_BLR_01,2026-08-03,2026-08-06 00:19:00,EVT_ZONE_BLR_01_20260803,0.63,DEV_cf61b686d133,1,False,0.01,19,5,751.76,751.76,0
CLM_80357,W_30c19def9adcb74f,ZONE_BLR_01,2026-08-17,2026-08-21 02:51:00,EVT_ZONE_BLR_01_20260817,1.68,DEV_cf61b686d133,1,False,0.09,171,2,477.24,477.24,0
CLM_80358,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-06-29,2026-07-01 00:45:00,EVT_ZONE_BOM_01_20260629,1.71,DEV_96a1ea14080a,1,False,0.09,45,2,1455.37,1455.37,0
CLM_80359,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-06,2026-07-11 03:02:00,EVT_ZONE_BOM_01_20260706,0.35,DEV_96a1ea14080a,1,False,0.03,182,3,1128.53,1128.53,0
CLM_80360,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-13,2026-07-17 00:11:00,EVT_ZONE_BOM_01_20260713,1.27,DEV_96a1ea14080a,1,False,0.08,11,2,701.35,701.35,0
CLM_80361,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-20,2026-07-25 00:41:00,EVT_ZONE_BOM_01_20260720,0.32,DEV_96a1ea14080a,1,False,0.09,41,1,1463.46,1463.46,0
CLM_80362,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-27,2026-07-31 01:32:00,EVT_ZONE_BOM_01_20260727,2.06,DEV_96a1ea14080a,1,False,0.07,92,1,901.9,901.9,0
CLM_80363,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-03,2026-08-07 00:46:00,EVT_ZONE_BOM_01_20260803,1.19,DEV_96a1ea14080a,1,False,0.07,46,2,617.67,617.67,0
CLM_80364,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-10,2026-08-11 01:05:00,EVT_ZONE_BOM_01_20260810,0.73,DEV_96a1ea14080a,1,False,0.0,65,1,323.74,323.74,0
CLM_80365,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-17,2026-08-20 19:31:00,EVT_ZONE_BOM_01_20260817,2.8,DEV_96a1ea14080a,1,False,0.06,2611,2,985.89,0.0,1
CLM_80366,W_debaf724a7b4b70e,ZONE_BOM_01,2026-06-29,2026-07-04 01:04:00,EVT_ZONE_BOM_01_20260629,2.11,DEV_b78e42984b98,1,False,0.02,64,4,3389.61,3389.61,0
CLM_80367,W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-06,2026-07-09 00:58:00,EVT_ZONE_BOM_01_20260706,1.78,DEV_b78e42984b98,1,False,0.1,58,3,2855.55,2855.55,0
CLM_80368,W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-13,2026-07-18 00:22:00,EVT_ZONE_BOM_01_20260713,1.14,DEV_b78e42984b98,1,False,0.08,22,1,1530.91,1530.91,0
CLM_80369,W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-20,2026-07-25 00:21:00,EVT_ZONE_BOM_01_20260720,1.81,DEV_b78e42984b98,1,False,0.0,21,2,3378.03,3378.03,0
CLM_80370,W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-27,2026-07-31 00:20:00,EVT_ZONE_BOM_01_20260727,0.23,DEV_b78e42984b98,1,False,0.04,20,1,2029.56,2029.56,0
CLM_80371,W_debaf724a7b4b70e,ZONE_BOM_01,2026-08-03,2026-08-05 00:52:00,EVT_ZONE_BOM_01_20260803,43.67,DEV_b78e42984b98,1,False,0.05,52,2,1557.09,0.0,1
CLM_80372,W_debaf724a7b4b70e,ZONE_BOM_01,2026-08-10,2026-08-11 02:28:00,EVT_ZONE_BOM_01_20260810,37.08,DEV_b78e42984b98,1,False,0.02,148,3,777.38,0.0,1
