date,week_start_date,zone_id,city,zone_tier,rainfall_mm,peak_hour_rain_mm,temperature_celsius,wind_speed_kmph,weather_code,aqi_index,dominant_pollutant,curfew_flag,strike_flag,zone_closure_flag,platform_outage_hours,festival_flag,is_monsoon_period
2026-07-29,2026-07-27,ZONE_HYD_01,Hyderabad,Metro,24.9,14.6,25.5,20.2,63,106,PM10,False,False,False,0.0,False,True
2026-07-30,2026-07-27,ZONE_HYD_01,Hyderabad,Metro,15.1,3.7,25.0,24.3,63,116,PM10,False,False,False,0.0,False,True
2026-07-31,2026-07-27,ZONE_HYD_01,Hyderabad,Metro,2.7,2.2,29.4,24.2,51,107,PM10,False,False,False,0.0,False,True
2026-08-01,2026-07-27,ZONE_HYD_01,Hyderabad,Metro,2.0,1.0,30.3,17.2,51,182,PM10,False,False,False,0.0,False,True
2026-08-02,2026-07-27,ZONE_HYD_01,Hyderabad,Metro,1.3,0.6,30.6,17.7,51,210,PM2.5,False,False,False,0.0,False,True
2026-08-03,2026-08-03,ZONE_HYD_01,Hyderabad,Metro,2.7,0.4,30.6,15.0,53,131,PM10,False,False,False,0.0,False,True
2026-08-04,2026-08-03,ZONE_HYD_01,Hyderabad,Metro,9.0,8.2,28.8,14.2,63,190,PM10,False,False,False,0.0,False,True
2026-08-05,2026-08-03,ZONE_HYD_01,Hyderabad,Metro,4.5,3.1,29.9,16.2,55,211,PM2.5,False,False,False,0.0,False,True
2026-08-06,2026-08-03,ZONE_HYD_01,Hyderabad,Metro,1.8,1.3,29.4,16.6,53,87,O3,False,False,False,0.0,False,True
2026-08-07,2026-08-03,ZONE_HYD_01,Hyderabad,Metro,1.3,0.8,28.4,19.6,53,89,O3,False,False,False,0.0,False,True
2026-08-08,2026-08-03,ZONE_HYD_01,Hyderabad,Metro,1.0,0.2,28.8,19.4,51,123,PM10,False,False,False,0.0,False,True
2026-08-09,2026-08-03,ZONE_HYD_01,Hyderabad,Metro,0.2,0.1,30.2,20.0,51,123,PM10,False,False,False,0.0,False,True
2026-08-10,2026-08-10,ZONE_HYD_01,Hyderabad,Metro,2.4,1.3,30.8,15.6,53,94,O3,False,False,False,0.0,False,True
2026-08-11,2026-08-10,ZONE_HYD_01,Hyderabad,Metro,0.6,0.4,30.0,16.9,51,200,PM10,False,False,False,0.0,False,True
2026-08-12,2026-08-10,ZONE_HYD_01,Hyderabad,Metro,3.6,0.7,29.0,19.0,53,112,PM10,False,False,False,0.0,False,True
2026-08-13,2026-08-10,ZONE_HYD_01,Hyderabad,Metro,0.6,0.4,30.0,16.6,51,103,PM10,False,False,False,0.0,False,True
2026-08-14,2026-08-10,ZONE_HYD_01,Hyderabad,Metro,3.4,1.8,30.1,19.8,61,114,PM10,False,False,False,0.0,False,True
2026-08-15,2026-08-10,ZONE_HYD_01,Hyderabad,Metro,1.0,0.2,30.3,19.4,51,138,PM10,False,False,False,0.0,True,True
2026-08-16,2026-08-10,ZONE_HYD_01,Hyderabad,Metro,1.0,0.7,28.6,16.1,51,201,PM2.5,False,False,False,0.0,False,True
2026-08-17,2026-08-17,ZONE_HYD_01,Hyderabad,Metro,0.9,0.3,30.2,19.4,51,176,PM10,False,False,False,0.0,False,True
2026-08-18,2026-08-17,ZONE_HYD_01,Hyderabad,Metro,1.6,0.3,31.2,18.7,51,190,PM10,False,True,True,0.0,False,True
2026-08-19,2026-08-17,ZONE_HYD_01,Hyderabad,Metro,3.0,0.7,29.3,16.6,55,181,PM10,False,False,False,0.0,False,True
2026-08-20,2026-08-17,ZONE_HYD_01,Hyderabad,Metro,1.1,0.8,30.3,17.6,53,143,PM10,False,False,False,0.0,False,True
2026-08-21,2026-08-17,ZONE_HYD_01,Hyderabad,Metro,0.2,0.1,30.9,18.5,51,89,O3,False,False,False,0.0,False,True
2026-08-22,2026-08-17,ZONE_HYD_01,Hyderabad,Metro,0.4,0.2,31.5,18.5,51,132,PM10,False,False,False,0.0,False,True
2026-08-23,2026-08-17,ZONE_HYD_01,Hyderabad,Metro,11.0,5.1,28.2,17.3,61,131,PM10,False,False,False,1.2,False,True
2026-08-24,2026-08-24,ZONE_HYD_01,Hyderabad,Metro,2.9,1.9,27.4,16.5,53,80,O3,False,False,False,0.0,False,True
2026-08-25,2026-08-24,ZONE_HYD_01,Hyderabad,Metro,3.2,2.7,29.0,15.7,53,185,PM10,False,False,False,0.0,False,True
2026-08-26,2026-08-24,ZONE_HYD_01,Hyderabad,Metro,0.7,0.3,30.1,19.1,51,107,PM10,False,False,False,0.0,True,True
2026-08-27,2026-08-24,ZONE_HYD_01,Hyderabad,Metro,0.0,0.0,29.3,20.1,3,161,PM10,False,False,False,0.0,False,True
2026-08-28,2026-08-24,ZONE_HYD_01,Hyderabad,Metro,0.5,0.3,30.4,19.5,51,180,PM10,False,False,False,0.0,False,True
2026-08-29,2026-08-24,ZONE_HYD_01,Hyderabad,Metro,0.6,0.2,30.1,21.5,51,150,PM10,False,False,False,0.0,False,True
2026-08-30,2026-08-24,ZONE_HYD_01,Hyderabad,Metro,2.5,1.0,27.9,20.5,53,118,PM10,False,False,False,0.0,False,True
2026-08-31,2026-08-31,ZONE_HYD_01,Hyderabad,Metro,0.1,0.1,28.0,19.7,51,177,PM10,False,False,False,0.0,False,True
2026-09-01,2026-08-31,ZONE_HYD_01,Hyderabad,Metro,0.3,0.2,29.8,16.0,51,106,PM10,False,False,False,0.0,False,True
2026-09-02,2026-08-31,ZONE_HYD_01,Hyderabad,Metro,0.5,0.4,31.3,15.4,51,203,PM2.5,False,False,False,0.0,False,True
2026-09-03,2026-08-31,ZONE_HYD_01,Hyderabad,Metro,0.4,0.2,28.4,15.3,51,125,PM10,False,False,False,0.0,False,True
2026-09-04,2026-08-31,ZONE_HYD_01,Hyderabad,Metro,0.0,0.0,30.9,13.1,3,125,PM10,False,False,False,0.0,True,True
2026-09-05,2026-08-31,ZONE_HYD_01,Hyderabad,Metro,2.2,1.4,31.2,12.6,53,219,PM2.5,False,False,False,0.0,False,True
2026-09-06,2026-08-31,ZONE_HYD_01,Hyderabad,Metro,5.3,3.4,32.0,13.3,53,159,PM10,False,False,False,0.0,False,True
2026-09-07,2026-09-07,ZONE_HYD_01,Hyderabad,Metro,11.7,5.2,31.8,11.7,63,85,O3,False,False,False,0.0,False,True
2026-09-08,2026-09-07,ZONE_HYD_01,Hyderabad,Metro,0.3,0.2,32.1,14.2,51,218,PM2.5,False,False,False,0.0,False,True
2026-09-09,2026-09-07,ZONE_HYD_01,Hyderabad,Metro,2.6,1.0,32.2,14.6,55,210,PM2.5,False,False,False,0.0,False,True
2026-09-10,2026-09-07,ZONE_HYD_01,Hyderabad,Metro,3.2,1.9,31.5,15.3,61,163,PM10,False,False,False,0.0,False,True
2026-09-11,2026-09-07,ZONE_HYD_01,Hyderabad,Metro,1.5,0.8,30.6,15.3,53,150,PM10,False,False,False,0.0,False,True
2026-09-12,2026-09-07,ZONE_HYD_01,Hyderabad,Metro,2.4,0.5,29.9,15.0,53,105,PM10,True,False,True,0.0,False,True
2026-09-13,2026-09-07,ZONE_HYD_01,Hyderabad,Metro,4.6,2.5,29.3,10.4,53,165,PM10,False,False,False,0.0,False,True
2026-09-14,2026-09-14,ZONE_HYD_01,Hyderabad,Metro,5.5,0.8,27.1,7.5,53,101,PM10,False,False,False,0.0,False,True
2026-09-15,2026-09-14,ZONE_HYD_01,Hyderabad,Metro,3.1,1.2,32.2,10.6,55,84,O3,False,False,False,0.0,False,True
2026-09-16,2026-09-14,ZONE_HYD_01,Hyderabad,Metro,2.0,0.9,33.4,8.5,53,200,PM10,False,False,False,0.0,False,True
2026-09-17,2026-09-14,ZONE_HYD_01,Hyderabad,Metro,2.1,1.1,33.4,10.7,51,205,PM2.5,False,False,False,0.0,False,True
